year,topic_0_words
1993,"[('banks', 0.0051255818), ('tourism', 0.0039072237), ('abrar', 0.0034095522), ('aviation', 0.0031477741), ('commerce', 0.0030864747), ('export', 0.002779447), ('financial', 0.0027706143), ('labour', 0.002737655), ('trade', 0.0024770417)]"
1993,"[('election', 0.0016914225), ('communications', 0.0016251509), ('dunkel', 0.0016113154), ('external', 0.001606586), ('world', 0.0015910761), ('ram', 0.0015596916), ('proposals', 0.0014803507)]"
1993,"[('agrahayana', 0.0022488984), ('resource', 0.0021797956), ('employees', 0.0021199828), ('dunkel', 0.0020615247), ('manager', 0.0017856733), ('draft', 0.0015040331), ('ram', 0.0015019111)]"
1993,"[('urban', 0.0034643756), ('planning', 0.003222568), ('agrahayana', 0.0030885933), ('gujarat', 0.0027856121), ('energy', 0.0027042234), ('however', 0.00241594)]"
1993,"[('natural', 0.00489139), ('gas', 0.004026567), ('countries', 0.0034076408), ('petroleum', 0.0033713775), ('agrahayana', 0.0029869003), ('family', 0.0027275386), ('records', 0.002631268)]"
1993,"[('banks', 0.0058633815), ('export', 0.0035596583), ('agrahayana', 0.0033153857), ('countries', 0.0024438866), ('labour', 0.0022702569), ('tourism', 0.0022501023)]"
1993,"[('banks', 0.011289768), ('judges', 0.010668213), ('justice', 0.005042656), ('capital', 0.004687387), ('share', 0.0038003237), ('shares', 0.003730685)]"
1993,"[('election', 0.010143056), ('commissioner', 0.0031986132), ('commissioners', 0.0030161673), ('steel', 0.002878906), ('elections', 0.0027585002), ('offices', 0.0027384572)]"
1993,"[('protection', 0.0035047648), ('agrahayana', 0.0025990105), ('resource', 0.0025097097), ('sugar', 0.0024191649), ('shipping', 0.0022877976), ('forests', 0.0022255778)]"
1993,"[('agrahayana', 0.00623181), ('industries', 0.00398945), ('urban', 0.0037328724), ('cis', 0.0033130234), ('studies', 0.0032911033), ('proposals', 0.0032645515), ('gujarat', 0.003263855)]"
1993,"[('gas', 0.00873529), ('natural', 0.005873477), ('family', 0.004938289), ('petroleum', 0.004924544), ('sharma', 0.0039423117), ('answels', 0.0039132624), ('agrahayana', 0.0032144706)]"
1993,"[('export', 0.0037963476), ('banks', 0.0030154027), ('commerce', 0.0029553208), ('trade', 0.002755716), ('countries', 0.0026583723), ('financial', 0.002634234), ('tourism', 0.0024757548)]"
1993,"[('population', 0.003282404), ('forces', 0.0030144895), ('jute', 0.002960984), ('problem', 0.0026747354)]"
1993,"[('transport', 0.0053552226), ('agrahayana', 0.0050776596), ('offices', 0.0047178576), ('telephone', 0.004659292), ('post', 0.0039330707), ('ram', 0.0039109997), ('surface', 0.0038723499), ('communications', 0.0037097228), ('broadcasting', 0.0036480692)]"
1993,"[('resource', 0.002584304), ('ram', 0.002571782), ('agrahayana', 0.0023428132), ('answels', 0.0022325243), ('maharashtra', 0.002162026), ('lenka', 0.0020177786)]"
1993,"[('population', 0.003519589), ('planning', 0.0030170274), ('pausa', 0.002988739), ('courts', 0.0022793121), ('growth', 0.002193869), ('urban', 0.0021351362), ('family', 0.0020954367), ('technology', 0.0020535016)]"
1993,"[('gas', 0.0038582014), ('industries', 0.0034570757), ('sick', 0.00316076), ('pausa', 0.003139148)]"
1993,"[('banks', 0.0075830463), ('pausa', 0.0037629977), ('tourism', 0.0035017822), ('jpc', 0.00324471), ('aviation', 0.0029624137), ('financial', 0.0027435494), ('rule', 0.002503282)]"
1993,"[('jpc', 0.0053098667), ('banks', 0.004778471), ('debate', 0.0037651514), ('responsibility', 0.0032204993), ('whole', 0.003201176), ('parliament', 0.0030974427)]"
1994,"[('sugar', 0.0030547893), ('milk', 0.0021208737), ('environment', 0.0019982322), ('forests', 0.0019748376)]"
1994,"[('kashmir', 0.005427459), ('problem', 0.002781755), ('jammu', 0.0023269434), ('energy', 0.0022946852)]"
1994,"[('steel', 0.0042043133), ('telephone', 0.0034790307), ('transport', 0.002639882), ('schools', 0.0025623098), ('external', 0.0024709469), ('communications', 0.0024276327), ('children', 0.0023691913), ('surface', 0.0022090466)]"
1994,"[('gas', 0.0041993563), ('natural', 0.0035008583), ('wntten', 0.0033305231), ('petroleum', 0.0027722346), ('resources', 0.0024687066)]"
1994,"[('sugar', 0.004217216), ('resource', 0.003662321), ('jaffer', 0.0028679257), ('culture', 0.0027864438), ('sharief', 0.0026753275)]"
1994,"[('banks', 0.004318065), ('export', 0.003550581), ('tourism', 0.0028866443), ('commerce', 0.002677102), ('countries', 0.0024847023)]"
1994,"[('industries', 0.0045440746), ('oral', 0.0038534193), ('tax', 0.0038461837), ('urban', 0.0031705585), ('scale', 0.0029732664), ('duty', 0.002642146)]"
1994,"[('tax', 0.00478958), ('percent', 0.0034501778), ('gas', 0.0031115063), ('natural', 0.002795776), ('family', 0.0026860456)]"
1994,"[('banks', 0.0070990534), ('loan', 0.0046700626), ('export', 0.0037842963), ('commerce', 0.0033207736), ('murthy', 0.0029292249), ('financial', 0.0029275306)]"
1994,"[('surface', 0.0027915393), ('steel', 0.0026597518), ('transport', 0.002412731), ('countries', 0.0022158325), ('ram', 0.0020021992), ('communications', 0.0019375818), ('industries', 0.0019151741)]"
1994,"[('trains', 0.0039038379), ('bihar', 0.0038779364), ('train', 0.0037239897), ('rail', 0.0032877547)]"
1994,"[('industries', 0.002959733), ('energy', 0.0029581375), ('financial', 0.0027203837), ('urban', 0.0024907133), ('kashmir', 0.0024562313), ('gujarat', 0.0024427043)]"
1994,"[('banks', 0.0060949246), ('banking', 0.0037652173), ('private', 0.0033688513), ('lpt', 0.0030672522), ('answels', 0.0023257718), ('companies', 0.0023072793), ('transport', 0.0021471714)]"
1994,"[('gratuity', 0.003821342), ('workers', 0.0035630004), ('rubber', 0.0033949541), ('resource', 0.0026893013), ('south', 0.0023513644), ('africa', 0.0022218847), ('payment', 0.0020882236)]"
1994,"[('urban', 0.0029897548), ('rule', 0.0021910712), ('situation', 0.0020772007), ('planning', 0.0017918358)]"
1994,"[('press', 0.010284706), ('council', 0.0076218625), ('newspapers', 0.0055843224), ('gas', 0.0032285969), ('family', 0.0029275508), ('petroleum', 0.0028035156), ('natural', 0.002557926), ('language', 0.002370034)]"
1994,"[('trade', 0.003884112), ('labour', 0.003821315), ('backward', 0.0036369718), ('countries', 0.0035268692), ('reservation', 0.0027975426), ('export', 0.0027350257), ('banks', 0.0025475868)]"
1994,"[('banks', 0.0045731515), ('export', 0.003400697), ('uttar', 0.0025933203)]"
1994,"[('industries', 0.0028826946), ('regulation', 0.0028603014), ('companies', 0.002755285), ('investment', 0.0023025265), ('fertilizers', 0.0022060585)]"
1994,"[('banks', 0.011501953), ('banking', 0.0058894777), ('gas', 0.004791861), ('family', 0.003629983), ('private', 0.0036062286), ('natural', 0.0027857544), ('regulation', 0.0025345034), ('resources', 0.0024499705)]"
1994,"[('banks', 0.004255107), ('workers', 0.002427004), ('ahmed', 0.0023207346), ('industries', 0.00228551), ('export', 0.002236102)]"
1994,"[('external', 0.004308783), ('surface', 0.0040152096), ('telephone', 0.004001779), ('communications', 0.0039885407), ('transport', 0.0036529708), ('ram', 0.0032729516), ('offices', 0.0031675517)]"
1994,"[('industries', 0.0033866966), ('tax', 0.0029327534), ('excise', 0.0026022685), ('duty', 0.0025950498)]"
1994,"[('resource', 0.0048408518), ('sharief', 0.0036707963), ('answels', 0.003062766), ('sugar', 0.0027621873), ('forests', 0.0027606965)]"
1994,"[('ram', 0.004347762), ('prices', 0.0039764396), ('yadav', 0.0031239241), ('lal', 0.0022629823)]"
1994,"[('gas', 0.005603556), ('family', 0.0032229358), ('natural', 0.0030806905), ('irrigation', 0.0029947432), ('petroleum', 0.002944665), ('answels', 0.002748743)]"
1994,"[('situation', 0.0027537849), ('resource', 0.002381041), ('political', 0.0019825683), ('environment', 0.0019189399)]"
1994,"[('farmers', 0.0062118853), ('export', 0.0035057887), ('tourism', 0.003256638), ('banks', 0.003251692), ('agricultural', 0.003078313), ('aircraft', 0.0030189457), ('prices', 0.0029719577), ('produce', 0.002774618), ('labour', 0.0027438356)]"
1994,"[('air', 0.008196562), ('airlines', 0.0055731563), ('private', 0.003912099), ('fertilizers', 0.00341761), ('undertakings', 0.0032658735), ('corporations', 0.0030171284), ('companies', 0.0029551305)]"
1994,"[('family', 0.0033364398), ('gas', 0.0029939117), ('lpg', 0.002822817), ('natural', 0.002659941), ('prices', 0.002519665), ('resources', 0.0020630101), ('agricultural', 0.0020127697), ('farmers', 0.0018361745)]"
1994,"[('broadcasting', 0.0022251653), ('godavari', 0.0021709441), ('exchanges', 0.0021290754), ('transport', 0.0021051636)]"
1994,"[('failure', 0.004620836), ('rule', 0.0033823429), ('trains', 0.0033595895), ('howrah', 0.0032460806), ('train', 0.0032453795)]"
1994,"[('industries', 0.0037000498), ('train', 0.0026199708), ('employment', 0.002567655)]"
1994,"[('answels', 0.0027325077)]"
1994,"[('irrigation', 0.0056883), ('resources', 0.004900504), ('gas', 0.0047689187), ('bihar', 0.0039042302), ('family', 0.0032001243), ('petroleum', 0.0030508656)]"
1994,"[('agreement', 0.0063097244), ('countries', 0.0052567148), ('world', 0.0041621486), ('final', 0.003969517), ('gatt', 0.0038439862), ('uder', 0.0038049216), ('rule', 0.0035767), ('trade', 0.0034792616)]"
1994,"[('banks', 0.005277703), ('reservation', 0.0049888757), ('export', 0.0039066393), ('mills', 0.0037662098), ('tourism', 0.003172944), ('backward', 0.002679475), ('commerce', 0.00251604), ('import', 0.002382115)]"
1994,"[('countries', 0.005943699), ('agreement', 0.0053387647), ('world', 0.0049593374), ('rule', 0.0046741725), ('farmers', 0.004375089), ('gatt', 0.0036200292), ('trade', 0.0035269356), ('export', 0.003181003)]"
1992,"[('banks', 0.008609024), ('capital', 0.0064652376), ('banking', 0.0055072345), ('speak', 0.0036050256)]"
1992,"[('bihar', 0.0033308452), ('communications', 0.0022305727), ('drought', 0.00221323), ('situation', 0.0021570923), ('proposal', 0.0021279438)]"
1992,"[('passport', 0.0069605564), ('resource', 0.0053591835), ('agrahayana', 0.0030482456), ('passports', 0.00194332), ('financial', 0.0018500971), ('arjun', 0.0017119001), ('medical', 0.0016132925)]"
1992,"[('panchayats', 0.0028404663), ('ins', 0.0023642746), ('agrahayana', 0.0023391643), ('constitution', 0.002226604), ('panchayat', 0.0022196646), ('export', 0.002156574)]"
1992,"[('ram', 0.0040111816), ('gas', 0.0034488998), ('agrahayana', 0.002810096), ('natural', 0.0028057697), ('ayodhya', 0.0024610774), ('urban', 0.0024175006), ('situation', 0.0023193257)]"
1992,"[('agrahayana', 0.0053923777), ('tourism', 0.0049019144), ('answels', 0.0045288233), ('telephone', 0.004206348), ('post', 0.0032467984), ('offices', 0.003217367), ('aviation', 0.0030361267)]"
1992,"[('family', 0.005607302), ('agrahayana', 0.0042689214), ('arise', 0.0032346547), ('resource', 0.0031338583), ('environment', 0.0031052409), ('cis', 0.003040116), ('forests', 0.0027953878)]"
1992,"[('agrahayana', 0.0052896296), ('export', 0.0033339392), ('industries', 0.00289127), ('technology', 0.0023850799), ('bihar', 0.0022744131), ('energy', 0.0020535646), ('planning', 0.0020414828)]"
1992,"[('agrahayana', 0.0031788563), ('gas', 0.0028850376), ('cis', 0.001950928), ('arise', 0.0019291153)]"
1992,"[('agrahayana', 0.0027651105), ('urban', 0.0027102777), ('council', 0.0019717484), ('world', 0.0019665086), ('natural', 0.0019439076), ('gas', 0.0019342679)]"
1992,"[('ram', 0.0031065333), ('tourism', 0.0029315834), ('communications', 0.002595581), ('agrahayana', 0.0025604882), ('atal', 0.0023344539), ('aviation', 0.0023032115)]"
1992,"[('ram', 0.0044901664), ('pausa', 0.0028056125), ('yadav', 0.002076124), ('resource', 0.0020047994), ('scheduled', 0.0019181004)]"
1997,"[('banks', 0.0037106932), ('export', 0.0028827605), ('maharaj', 0.002701054), ('commerce', 0.0024651382), ('companies', 0.0022131146), ('satpal', 0.002208865), ('tea', 0.0021204362), ('tax', 0.0020683794)]"
1997,"[('ram', 0.004622145), ('communications', 0.0022729284), ('maharashtra', 0.0021560357), ('telephone', 0.0019539485), ('prasad', 0.0019366808), ('dalits', 0.0018097835), ('bihar', 0.0017253741)]"
1996,"[('reddy', 0.010438884), ('neelam', 0.008094883), ('sanjiva', 0.00699507), ('war', 0.005695048), ('obituary', 0.004912368), ('condolences', 0.00422478)]"
1996,"[('support', 0.0052220006), ('confidence', 0.004623666), ('speak', 0.0038298143), ('yadav', 0.0038280115), ('congress', 0.0030700022), ('jaswant', 0.002872266)]"
1996,"[('confidence', 0.003495307), ('parties', 0.0032722624), ('congress', 0.00326672), ('political', 0.0029704396)]"
1996,"[('name', 0.0070571415), ('ram', 0.0061324243), ('elected', 0.0056967917), ('shrr', 0.0049856645), ('reddy', 0.0034992746), ('yadav', 0.0034488502), ('lal', 0.003328312), ('sworn', 0.0032060377), ('prasad', 0.003004533)]"
1996,"[('sure', 0.0062129805), ('problems', 0.005700267), ('election', 0.00483813), ('hope', 0.004321761), ('cooperation', 0.0041873218), ('congratulate', 0.0040335227)]"
1996,"[('bjp', 0.005510053), ('congress', 0.0036408461), ('george', 0.00361146), ('support', 0.0034584117), ('ram', 0.0032740098), ('mandate', 0.0031234322), ('rule', 0.0031141383)]"
1996,"[('bjp', 0.0048449878), ('confidence', 0.0048149195), ('congress', 0.0041866773), ('assam', 0.0037520297), ('vajpayee', 0.0036730685), ('atal', 0.0035947997), ('speak', 0.0034667768)]"
1997,"[('insurance', 0.0035795164), ('employment', 0.0031495923), ('family', 0.0029057504), ('flood', 0.0024986858), ('urban', 0.0019446552)]"
1997,"[('export', 0.0052196574), ('commerce', 0.003362131), ('textiles', 0.0026484486), ('energy', 0.002399058), ('trade', 0.0023841786), ('constitution', 0.0019310714)]"
1997,"[('urban', 0.004488373), ('employment', 0.0044100825), ('labour', 0.0034440903), ('family', 0.0028726843), ('medical', 0.00214151), ('hospital', 0.0021363196), ('children', 0.0017234061)]"
1997,"[('ram', 0.0053824997), ('completed', 0.0050799428), ('included', 0.004554121), ('long', 0.0043546776), ('paswan', 0.0039864383), ('survey', 0.0035138328)]"
1997,"[('resource', 0.0029536977), ('proposal', 0.0028687743), ('transport', 0.002107858), ('stadium', 0.001908005), ('resources', 0.0018481357)]"
1997,"[('sugar', 0.003950255), ('wheat', 0.0026526046), ('environment', 0.002250334), ('distribution', 0.0022189654), ('animal', 0.0019232252), ('prices', 0.0019048454)]"
1997,"[('employment', 0.0039328663), ('urban', 0.00230485), ('bihar', 0.0022127086), ('sick', 0.0020698), ('gas', 0.0020281377)]"
1997,"[('schools', 0.004005135), ('resource', 0.0036340002), ('sports', 0.0028328456), ('transport', 0.0028172785), ('primary', 0.0024829267), ('resources', 0.0024651012), ('family', 0.0024498936)]"
1997,"[('tourism', 0.0034175266), ('labour', 0.0031091047), ('communications', 0.0024948257), ('post', 0.0023307996), ('satpal', 0.0021864509)]"
1997,"[('energy', 0.0035215274), ('wheat', 0.0023171045), ('training', 0.0020172705), ('distribution', 0.001980081), ('environment', 0.0018535879), ('research', 0.001753567), ('farmers', 0.0017491672)]"
1997,"[('tax', 0.004613962), ('duty', 0.002902102), ('labour', 0.0029015157), ('csc', 0.0027305158), ('employment', 0.002315254), ('workers', 0.0021659555), ('veerendra', 0.0019039672)]"
1997,"[('duty', 0.0036544153), ('tax', 0.003313746), ('communications', 0.0025495542), ('air', 0.0024535744)]"
1997,"[('export', 0.004228232), ('products', 0.0033401353), ('textiles', 0.002821544), ('trade', 0.0028150373)]"
1997,"[('resource', 0.0044387435), ('resources', 0.0026520155), ('family', 0.0024681368), ('ram', 0.0023328736), ('transport', 0.0022984995), ('surface', 0.0022633125), ('sep', 0.0021765702)]"
1997,"[('sugar', 0.002562387), ('animal', 0.0023802384), ('environment', 0.0022698548), ('farmers', 0.0022343262), ('forests', 0.002090468), ('samiti', 0.0020501805)]"
1997,"[('congress', 0.012393101), ('support', 0.0052076234), ('deve', 0.0047856476), ('front', 0.0046646986), ('confidence', 0.004327271), ('parties', 0.0039556525), ('united', 0.00368462)]"
1997,"[('train', 0.0051447535), ('employment', 0.0036757437), ('trains', 0.0036307338), ('urban', 0.0021079993)]"
1997,"[('employment', 0.003151173), ('defence', 0.002545411), ('resource', 0.002355824), ('planning', 0.002187981), ('family', 0.0021212976), ('resources', 0.0020965012), ('control', 0.0019492484), ('surface', 0.001839008)]"
1997,"[('communications', 0.0026506325), ('pvt', 0.0025164266), ('services', 0.0023487364), ('labour', 0.0022582177), ('steel', 0.0020858576)]"
1997,"[('sugar', 0.0061959075), ('mills', 0.003394521), ('environment', 0.0028327543), ('planning', 0.002667052), ('training', 0.0023736234), ('distribution', 0.0023045973)]"
1997,"[('banks', 0.0039227623), ('veerendra', 0.002200805), ('export', 0.0021100177), ('financial', 0.0020800878), ('assam', 0.0020696304), ('credit', 0.0020002422), ('commerce', 0.0019926024)]"
1997,"[('employment', 0.0035722482), ('labour', 0.0028004479), ('urban', 0.0024203933), ('supply', 0.0023337083), ('mills', 0.0022871906), ('banks', 0.0021005587)]"
1997,"[('uttar', 0.018401772), ('grant', 0.0061340737), ('region', 0.0039844783), ('chidambaram', 0.0037147033), ('tax', 0.003681842)]"
1997,"[('post', 0.003965805), ('tourism', 0.0030304363), ('communications', 0.0029615636), ('steel', 0.0027809034), ('mills', 0.0024370817), ('telephone', 0.0020199418)]"
1997,"[('authority', 0.0040063136), ('environment', 0.0035123213), ('family', 0.0030808982), ('resource', 0.0026656424), ('ram', 0.0026654387), ('medical', 0.002619448), ('resources', 0.0026109675), ('blood', 0.0025719935)]"
1997,"[('authority', 0.0030038538), ('telecom', 0.0024106319), ('environment', 0.002205723), ('regulatory', 0.0018531604), ('forests', 0.0017703269)]"
1997,"[('employment', 0.003629455), ('tax', 0.0035223549), ('poor', 0.0031148738)]"
1997,"[('ram', 0.0048500323), ('promulgated', 0.003247278), ('prasad', 0.003161361), ('economic', 0.0029968694), ('investment', 0.0019552761), ('committed', 0.0018721706), ('growth', 0.0018465337)]"
